Summer Rider,Fiction_Children & Young Adult_Horses_Riding and Competition,In the second of two companion mystery novels_ the action at Moose Hill Summer Camp continues. The Saddle Club girls are happy when Lisa gets moved into the same cabin as Stevie and Carole. They're thrilled that Stevie and her boyfriend aren't arguing anymore. And they're delighted that Carole's horse_ Starlight_ has been shipped to the camp.But control-crazy Lisa seems to be eating less and obsessed with projects that are supposed to be fun. What could be wrong?The last two weeks of camp should be carefree_ but Stevie_ Carole_ and Lisa continue to see signs that Moose Hill might not reopen the following summer. Who would want to close down their favorite riding camp?,,,,,
Endurance Ride,Fiction_Children & Young Adult_Horses_Riding and Competition,The Saddle Club girls are participating in a new kind of horseback activityendurance riding. They'll have to condition their horses and themselves for the grueling contest if they plan to make it across the finish line. But an annoying rider named Kristie keeps getting in the way. Carole_ Stevie_ and Lisa are pretty sure they can finish the competition. The question is: Can they endure Kristie?,,,,,
Horse Race,Fiction_Children & Young Adult_Horses_Riding and Competition,Stevie_ Carole_ and Lisa are going back to the racetrack. They can't wait to help cool off their friend's sleek Thoroughbred racehorses by walking them. They'll even earn a little money for doing something they'd do for free! What could be better? Then the girls spot an official somewhere he shouldn't be_ taking money from someone he shouldn't be talking to. Worse_ the official sees the girls and knows they're on to him! Now the girls are in danger. More than one kind of race is going to be runthe Saddle Club girls must race for their lives!,,,,,
Der Zug war pünktlich,Fiction_Historical_World War II_General_General Fiction,Young Andreas_ a soldier in the German infantry_ is returning to his unit on the Eastern front in 1944 after a short leave in Paris.  Hitler has already lost his war_ and the train rolls across Germany into Poland as over the corpse of a continent.  Andreas senses that death awaits him.  He knows intuitively that he will never again see his native land_ once the train crosses the border.  And yet he lived through the the tedium of the trip with the scenes of his short life flashing through his mind_ playing cards with two anonymous comrades_ drinking and eating with them and spending one last night with a Polish prostitute in Lvov_ knowing all the time that the remaining hours_ the minutes_ the seconds of his life are rushing away.With a mounting suspense the author leads his hero through these last days to a terrifying climax_ which_ through Andreas' final vision_ comments obliquely on war and upon the Nazi attempt to conquer the world.,,,,,
Die verlorene Ehre der Katharina Blum,Fiction_Crime and Mystery_General Fiction,Katharina Blum - young_ attractive_ bright_ sensitive - falls in love at a carnival party with a young radical lawbreaker in flight from the police.  Her brief association with a hunted man brings her under police surveillance and makes her the cruelly exploited subject of cheap newspaper sensationalism.  Paraded across the front pages of a big-city newspaper_ portrayed as a whore_ an atheist_ a Communist sympathizer_ she becomes the target of anonymous phone calls and letters_ sexual advances and threats.  Out of an anger so remorseless and a violation of integrity so profound that it overcomes even her will to survive_ she shoots the offending journalist and the rings the front door of the chief criminal investigator to request her own arrest.,,,,,
Billiard um halbzehn,Fiction_Historical_World War II_General Fiction,Boll's well-known_ vehement opposition to facism and war informs this moving story of Robert Faehmel.  After being drawn into the Second World War to command retreating German forces despite his anti-Nazi feelings_ Faehmel struggles to re-establish a normal life at war's end.  He adheres to a rigorous schedule_ including a daily game of billiards.  When his routine is breached by an old friend_ now a power in German reconstruction_ Faehmel is forced to confront both public and private memories.,,,,,
Wo warst du Adam?,Fiction_Historical_World War II_General,In 1944_ the Russian tanks plunged into Germany_ and German soil crunched under the tread of Nazi infantry.  The once-mighty Nazi army_ demoralized and disintegrating_ fled before the invader.  War - its stark horror_ its mass destruction of human life and the human spirit - is the theme of Adam_ Where Art Thou?_ an intense novel of Germany in defeat by a writer who has already been hailed as the outstanding new talent of postwar German fiction.Herr Boll creates a panoramic vision of war.  He tells of Ilona_ the Jewish refugee_ faced by death in the crematorium of a concentration camp, of Filskeit_ the camp commander_ driven to insanity, of Schmitz_ the doctor_ looking on helplessly as his patients die before his eyes, of Finck_ the quartermaster_ pressed by chance into the front lines and killed by bursting shrapnel, and_ above all_ of Feinhals_ the foot soldier_ hungry_ exhausted_ forlorn_ whipped by his officers into futile counter-attacks_ fleeing before Russian tanks and artillery_ struggling pitifully for survival.,
Chased by the Jewel Thieves,Fiction_Religious_Christianity_Children,While sightseeing in Madrid_ siblings Penny and Mark and their friend David tangle with thieves over a fortune in stolen jewels and trust God to keep them safe from danger.,,,,,
Lost in the Secret Cave,Fiction_Religious_Christianity_Children,While scuba diving off the coast of Portugal_ Penny and Mark and their friend David discover a gold smuggling ring inside an ocean cave and find themselves in great danger as they try to evade their pursuers through unfamiliar tunnels.,,,,,
Hunted Along the Rhine,Fiction_Religious_Christianity_Children,When the Daring family goes to Germany_ they are followed by remnants of the former East German Secret Police_ and everything climaxes during a chase on the Rhine River.,,,,,
Launched From the Castle,Fiction_Religious_Christianity_Children,While in Germany with their father_ Mark and Penny Daring and their friend David become involved in trying to figure out how a fortune in jewels was stolen from a well-protected castle.,,,,,
Kidnapped in Rome,Fiction_Religious_Christianity_Children,While sightseeing in Rome_ siblings Penny and Mark and their friend David find themselves mixed up with a group of political terrorists and kidnappers who are using counterfeit money to try to frame prominent bankers and government officials.,,,,,
Ambushed in Africa,Fiction_Religious_Christianity_Children,While in Africa visiting his friends Mark and Penny Daring_ David Curtis helps them thwart attempts to steal the claim papers to a diamond field and to capture Penny as a hostage.,,,,,
Trapped in Pharaoh's Tomb,Fiction_Children & Young Adult_Adventure_Religious_Christianity_Children,While helping to translate some ancient writing_ Mark and Penny Daring and their friend David Curtis find themselves trapped in an Egyptian tomb.,,,,,
Stalked in the Catacombs,Fiction_Children & Young Adult_Adventure_Religious_Christianity_Children,Teenagers Mark and Penny Daring and their friend David Curtis are attacked on a tour of the Parisian catacombs_ become separated_ and must find their way out alone.,,,,,
Surrounded by the Cross Fire,Fiction_Religious_Christianity_Children,The Darings experience thrills and chills when they interrupt a drug runner's operation in France.,,,,,
Hot Pursuit on the High Seas,Fiction_Religious_Christianity_Children,Penny and Mark Daring and their friend David Curtis tangle with thieves over stolen treasures of Greece.,,,,,
Escape From Black Forest,Fiction_Religious_Christianity_Children,Penny_ Mark_ and David thwart the scheme of Hoffmann who attempts to smuggle nuclear weapons from Russia_ through Germany's Black Forest_ and into Iran.,,,,,
The Blunder Years,Fiction_Religious_Christianity_Children & Young Adult,When thirteen-year-old Nicholas and his cartoon friend McGee hook up with the coolest guy in school_ Nicholas turns into a major jerk before realizing that it is more important to be yourself.,,,,,
Beauty in the Least,Fiction_Religious_Christianity_Children & Young Adult,Nick and his cartoon creation_ McGee_ get a crash course in friendship--and a lesson about homelessness--when Nick's Romanian penpal and his father show up for an unexpected visit.,,,,,
The Pushcart War,Fiction_Children & Young Adult,"The pushcarts have declared war! New York City's streets are clogged with huge_ rude trucks that park where they want_ hold up traffic_ and bulldoze into anything that is in their way_ and the pushcart peddlers are determined to get rid of them. But the trucks are just as determined to get rid of the pushcarts_ and chaos results in the city.

The pushcarts have come up with a brilliant strategy that will surely let the hot air out of their enemies. The secret weapona peashooter armed with a pin; the targetthe vulnerable truck tires. Once the source of the flat tires is discovered_ the children of the city joyfully join in with their own pin peashooters. The pushcarts have won one battle_ but can they win the war against a corrupt mayor who taxes the pins and prohibits the sale of dried peas?",,,,,
"Toothpaste Millionare,",Fiction_Children & Young Adult,A young girl describes how her school friend made over a million dollars by creating and marketing a cheaper and better toothpaste.,,,,,
Strange Journey Back,Fiction_Religious_Christianity_Children,Distressed by his parents' separation_ Mark tries to go back in time to set things right and discovers that some changes are unavoidable.,,,,,
High Flyer With a Flat Tire,Fiction_Religious_Christianity_Children,Mark Prescott's in trouble. Not only did he fight with Joe Devlin_ but now Joe accuses Mark of slashing the tire on his new bike. He didn't do it_ but how can he prove his innocence? By finding the real culprit! As Patti_ Mark's best friend_ plays Dr. Watson to his Sherlock Holmes_ Mark encounters a crowd of potential villains. There's Rachel_ a girl Joe teased about being fat. And Chad_ the boy who had an argument with Joe. With the help of his wise friend Whit_ the eccentric inventor_ Mark untangles the mystery and learns new lessons about friendship and family ties.,,,,,
The Secret Cave of Robinwood,Fiction_Religious_Christianity_Children,Mark Prescott promises Patti that he'll never reveal the secret of her hidden cave. It's a great place for pirates_ buried treasure_ and secret meetings. When a gang Mark wants to join_ is looking for a new clubhouse_ Mark thinks of the cave. He's positive they would make him a member if he told them about it. But Patti doesn't want to share the cave. And she doesn't want to join the gang. Mark is torn between his friendship with Patti and his new friends.,,,,,
Behind the Locked Door,Fiction_Religious_Christianity_Children,"Invited to stay with eccentric inventor ""Whit"" Whittaker while his parents are in Washington D.C._ Mark Prescott grows curious when Whit forbids him to enter the attic. Fueled by thriller comic books_ his mind conjures up dark possibilities. Along with them grows a determination to get beyond the locked door and learn Whit's secret.",,,,,
Lights Out at Camp What-A-Nut,Fiction_Religious_Christianity_Children,Mark Prescott is not having fun at summer camp. He went there so he could talk to his best friend_ Patti. But all she wants to discuss is her new boyfriend. Then Mark finds he's sharing a cabin bully_ Joe Devlin_ who gets Mark in trouble with the camp's leaders. Mark grows irritated by the unfairness of his situation and Joe's obnoxious behavior. Finally_ Mark and Joe find themselves paired in a treasure hunt that puts them in unexpected danger.,,,,,
The King's Quest,Fiction_Religious_Christianity_Children,Mark Prescott is not in Odyssey anymore. The Imagination Station has propelled him back in time to the era of brave knights_ great castles_ an evil nobleman_ and a good king. Now Mark finds himself in the middle of a quest for the king to retrieve a precious ring. But first he has to survive the wicked Sir Cardoc's plans for him! And then he and the val- iant Sir Owen will have to find and do battle with the most dangerous creature in the realm.,,,,,
Mein Jahrhundert,"Fiction_General Fiction_Historical_European_Germany, Austria, Switzerland_Kenzaburo  Oe_Salman  Rushdie_Nadine  Gordimer_José  Saramago_Günter  Grass_John  Updike_Gabriel  García Márquez_Chinua  Achebe_Margaret  Atwood_Christa  Wolf_Paul  Theroux_Arthur  Miller_Woody  Allen_Michel  Tournier_Hanif  Kureishi_Ingo  Schulze_Amos  Oz_Susan  Sontag_Njabulo S.  Ndebele_Es'kia  Mphahlele_Claudio  Magris",Günter Grass tells us a story for every year of our century. He writes of great events and seemingly trivial occurrences_ of technical developments and scientific discoveries_ of achievements in culture and sports_ of megalomania_ of persecution and murder_ of war and disasters_ and of new beginnings. Although each story has a different narrator_ collectively the stories form a complete and linear narrative in which the individual is the focus. As the sequence unfolds_ a lively and rich picture emerges_ an historical portrait of this millennium in all its grandeur and in all its horror. One hundred stories come full circle to create a novel of our century.,,,,,
Gas I,Drama and Plays_German_Georg  Kaiser_August  Stramm_Oskar  Kokoschka_Walter  Hasenclever_Gottfried  Benn_Carl  Sternheim_Ernst  Toller,"Follows the Billionaire's son as he offers his workers a chance to stop the production of gas for the sake of a hopeful new life.  But the workers_ caught in the ""system_"" are not ready to accept the challenge.",,,,,
Gas II,Drama and Plays_German_Georg  Kaiser_August  Stramm_Oskar  Kokoschka_Walter  Hasenclever_Gottfried  Benn_Carl  Sternheim_Ernst  Toller,"Gas II moves inexorably to the end inherent in fanatical technological thinking.  The great grandson of the Billionaire is a worker in a state-run plant producing destructive gas as the forces of the Blue and the Yellow are ranged in war against each other.  The workers strike at last_ but too late.  Now they are faced with a decision on the ""ultimate weapon.""",,,,,
Die Koralle,Drama and Plays_German_Georg  Kaiser,The Billionaire has reached his pinnacle because in his overpowering fear of material poverty he had needed to flee from it more than anyone else.  But is there another kind of property_ one that could drive even the Billionaire to steal a piece of coral_ and to murder?,,,,,
Mutter Courage und ihre Kinder,Drama and Plays_German,"Widely considered one of the great dramatic creations of the modern stage_ Mother Courage and Her Children is Bertolt Brecht's most passionate and profound statement against war. Set in the seventeenth century_ the play follows Anna Fierling -- ""Mother Courage"" -- an itinerant trader_ as she pulls her wagon of wares and her children through the blood and carnage of Europe's religious wars. Battered by hardships_ brutality_ and the degradation and death of her children_ she ultimately finds herself alone with the one thing in which she truly believes -- her ramshackle wagon with its tattered flag and freight of boots and brandy. Fitting herself in its harness_ the old woman manages_ with the last of her strength_ to drag it onward to the next battle. In the enduring figure of Mother Courage_ Bertolt Brecht has created one of the most extraordinary characters in the literature of drama.
The story is loosely based on Grimmelshausen's Simplicissimus",,,,,
Leben des Galileo,Drama and Plays_Historical,Considered by many to be one of Brecht's masterpieces_ Galileo explores the question of a scientist's social and ethical responsibility_ as the brilliant Galileo must choose between his life and his life's work when confronted with the demands of the Inquisition. Through the dramatic characterization of the famous physicist_ Brecht examines the issues of scientific morality and the difficult relationship between the intellectual and authority.,,,,,
Die Leiden des jungen Werther,"Fiction_General Fiction_Youth (rebellion, Angst, Coming Of Age)_Literary Fiction/classics_Epistolary Novel_Johann Wolfgang von  Goethe_Gerhart  Hauptmann_Thomas  Mann_Heinrich  Heine_E. T. A. Hoffmann_Gottfried  Keller_Friedrich von  Schiller_Theodor  Storm_Wilhelm Carl  Grimm_Jacob  Grimm_Stefan  Zweig_Arthur  Schnitzler_Hermann  Sudermann_Jakob  Wassermann_Arnold  Zweig_Franz  Kafka_Rainer Maria  Rilke_Heinrich  Mann_Clemens  Brentano_Heinrich von  Kleist_Frank  Wedekind_Annette von  Droste-Hülshoff_Conrad Ferdinand  Meyer",One of the world's first best-sellers_ this tragic masterpiece attained an instant and lasting success upon its 1774 publication. A sensitive exploration of the mind of a young artist_ the tale addresses age-old questionsthe meaning of love_ of death_ and the possibility of redemptionin the form of Werther's alternately joyful and despairing letters about his unrequited love. Goethe's portrayal of a character who struggles to reconcile his artistic sensibilities with the demands of the objective world proved tremendously influential to subsequent writers and continues to speak to modern readers.,,,,,
Fury: Stallion of Broken Wheel Ranch,Fiction_Children & Young Adult_Horses_Western Setting,Joey runs away from the orphanage to see the rodeo and meet Jim who captured the wild black stallion.,,,,,
Double Standards,Fiction_Children & Young Adult_Horses,Everyone seems to 'stretch the truth' when it suits their purpose. But when Sis found out that her dad was involved in real estate frauds she was devastated and decided to spend the summer working on her uncle's ranch where she would have time to think.  But the Tanbark Ranch wasn't a haven of tranquility. One of the ranch hands was involved in a treacherous scheme that could destroy the ranch and the horse Sis had come to love.How could she let her uncle know that someone he trusted was deceiving him?,,,,,
The Summer Riders,Fiction_Children & Young Adult_Horses,"Marlene wrote: ""This summer I am to ride an arab horse. We will gallop. When I am on the horse we will go fast as flames."" ""Not on Shantih you won't""_ thought Jinny. The mere idea of the brash_ stubborn girl even sitting on her beautiful horse was out of the question.",,,,,
Horsepower,Fiction_Children & Young Adult_Horses_Riding and Competition,Honey and her older sister Di follow the California show circuit. Di rides for a large show stable_ and Honey is working as her groom for the summer . But the barn's star show jumper Olympic (Blanco around the barns)_ who is Honey's favorite_ is no longer jumping well. Mr. Hirshman is a nice man_ but he can't keep a horse that isn't working out forever..,,,,,
Sunbonnet: Filly of the Year,Fiction_Children & Young Adult_Horses_Racing,"Though Sunbonnet (known as Bonnie to her young trainer Julie Jefferson) was favored to win the coveted prize in the famed Bridal Stakes_ there was a long stretch duel and a photo finish_ with a claim of foul against Bonnie. A vicious jockey and a tragic accident in still another race jeopardize Bonnie's racing career.

Julie finds herself involved in mysterious happenings which not only imperil her horse's life_ but which threaten to shock and disrupt the world of thoroughbred racing....",,,,,
The Betrayal of Bonnie,Fiction_Children & Young Adult_Horses_Racing,Julie is badly hurt when a two-year-old barrels into her and a lead pony on the track while Sunbonnet makes her racing comeback as a 5 year old. Bonnie is running well_ but she keeps coming up positive for drugs_ leaving the team to wonder who is doping Bonnie and why.,,,,,
Danger Lies Ahead,Fiction_Religious_Christianity_Children,Things have been a bit strange around Odyssey lately. My name is Jack Davis. My friend Lucy just told me that an escaped convict could be heading straight for our town. On top of that_ I know that Joe Devlin the school bully is repeating 6th grade. I'm not sure which of the two I should be more afraid of. And if that wasn't enough_ that new kid_ Colin_ has been telling me some REALLY wild stuff. I'm not sure what to think_ but I could sure use your help in figuring out who to trust!,,,,,
Point of No Return,Fiction_Religious_Christianity_Children & Young Adult,Teach your 8- to 12-year-olds about faithfulness and responsibility through the exciting Adventures in Odyssey series! In this eight volume_ little Jimmy Barclay decides to put his trust in God_ and wonders if it's worth losing his friends. But Jimmy eventually realizes that standing for what is right is always rewarding.,,,,,
Dark Passage,Fiction_Religious_Christianity_Children,Climbing aboard The Imagination Station_ the two friends were propelled back to the days before the Civil War not a good place to be if_ like Matt_ you're black. After interrupting a meeting with the Reverend Andrew_ who was helping slaves escape to freedom along the Underground railroad things just went from bad to worse! Matt was captured by slave hunters_ leaving Jack and the reverend to rescue him. But would they find him and in time?,,,,,
Freedom Run,Fiction_Religious_Christianity_Children,"The door to The Imagination Station whooshed shut_ enclosing us in the machine. I'm Matt Booker. Jack Davis is a good friend - the best_ especially since he's willing to go back with me. Let me explain. We knew we weren't supposed to be nosing aroundbut earlier_ Jack and I were in Whit's basement workshop_ checking out The Imagination Station_ when the craziest thing happened. All of a sudden_ we were back in 1858! Cool? Not exactly. We're talking pre-Civil War here - before ""emancipation_"" when slaves were given their freedom. If only I had paid more attention in history class! Anyway_ to make a long story short_ I had been captured by slave traders_ and it was up to Jack to find me. In fact_ I had just promised Eveline_ a runaway slave_ that I would help her find her father_ Clarence_ when - bam! - Jack and I were instantly back in Whit's basement. Well_ I couldn't break my word to Eveline_ so Jack agreed to return with me to help her and Clarence make their way to freedom along the Underground Railroad.",,,,,
The Stranger's Message,Fiction_Religious_Christianity_Children,A homeless man's arrival in Odyssey challenges Whit and the young people of the community to consider what it means to live as Christians in difficult situations.,,,,,
The Suprise Party,Fiction_Children & Young Adult_Horror,"It's been a year since Evan died in the Fear Street Woods. A year since Ellen moved away_ and ""the gang"" split up. Meg Dalton felt as if she'd lost her best friends. Everyone changed. Even her boyfriend Tony was acting moody_ strange. But when she heard that Ellen was returning for a visit_ Meg had the answer: she'd bring them all together again with a surprise party for Ellen!

That's when the terror began...the phone calls...the threats...the bizarre acts of violence. ""Cancel the party—or else_"" the whispered voice on the phone told her. Meg was scared_ and with good reason. Whoever wanted the party stopped would try anything—even murder! But why? The dark Fear Street woods held the answers...if Meg dared to discover the truth!",,,,,
Refugee,Fiction_Science Fiction_Adventure_Space Opera_Political,"Though he was later accused of every crime and sexual perversion in the galaxy_ Hope Hubris began as an innocent. Because he defended his older sister against the violent lusts of a wealthy scion_ Hope and his peasant family were forced to flee Callisto_ one of the moons of Jupiter. Pursued by bloodthirsty scions across the airless desert_ they barely escaped with their lives. The illegal space bubble was overcrowded with refugees_ all hoping to reach Jupiter for asylum.
But the space travelers had not reckoned on the terrible threat of high space- the pirates_ barbaric men who rape_ rob_ and murder_ with no thought but to satisfy their bestial appetites. It will take all Hope's ingenuity to survive_ but the atrocities he witnesses will never die. There is only one way he can be rid of them...Revenge!",,,,,
Menagerie Manor,Fiction_Nonfiction (admin Use Only),In Menagerie Manor Durrell recalls how he became Lord of the Manor of Led Augres on Jersey and fulfilled a lifelong ambition by founding a private zoo.  With the help of an enduring wife_ a selfless staff and a reluctant bank manager_ the zoo grows: one by one the reader is introduced to the village idiocy of Trumpy_ the grey-winged trumpeter, the riotous tactics of Claudius the tapir, the devastating youth and moving romance of N'Pongo_ an African gorilla, and the antics of a whole menagerie of orang-utans_ lions_ bears_ porcupines_ and other creatures.,,
Homer Price,Fiction_Children & Young Adult_Humorous Fiction,An amusing collection of tales about life in small town America_ from the automatic doughnut machine that wouldn't  turn off and produced more doughnuts than the entire town could eat_ to Homer's pet skunk who helped catch four robbers.,,,,,
Sadako and the Thousand Paper Cranes,"Fiction_Children & Young Adult_Social Issues_Illness, Death, And Dying",Based on a true story about a girl in Japan with leukemia after the bombing of Hiroshima.,,,,,
Bambi,Fiction_Children & Young Adult_Fantasy_Talking Animals_Animals_Zoos And Wild Animals,"Bambi's life in the woods begins happily. There are forest animals to play with -- Friend Hare_ the chattery squirrel_ the noisy screech owl_ and Bambi's twin cousins_ frail Gobo and beautiful Faline.

But winter comes_ and Bambi learns that the woods hold danger -- and things he doesn't understand. The first snowfall makes food hard to find. Bambi's father_ a handsome stag_ roams the forest_ but leaves Bambi and his mother alone.

Then there is Man. He comes to the forest with weapons that can wound an animal. He does terrible things to Gobo_ to Bambi's mother_ and even to Bambi. But He can't keep Bambi from growing into a handsome stag himself_ and becoming...the Prince of the Forest.",,,,,
The Human Comedy,Fiction_General Fiction,The place is Ithaca_ in California's San Joaquin Valley. The time is World War II. The family is the Macauley'sa mother_ sister_ and three brothers whose struggles and dreams reflect those of America's second-generation immigrants. In particular_ fourteen-year-old Homer_ determined to become one of the fastest telegraph messengers in the West_ finds himself caught between reality and illusion as delivering his messages of wartime death_ love_ and money brings him face-to-face with human emotion at its most naked and raw.,,,,,
The Fairy Caravan,Fiction_Children & Young Adult_Fantasy_Talking Animals,The travels of a group of wandering animals who have formed a circus and give performances at the farmsteads around England.,,,,,
Shardik,Fiction_Fantasy_Secondary Worlds_Political,Shardik is a fantasy of tragic character_ centered on the long-awaited reincarnation of the gigantic bear Shardik and his appearance among the half-barbaric Ortelgan people. Mighty_ ferocious_ and unpredictable_ Shardik changes the life of every person in the story. His advent commences a momentous chain of events. Kelderek the hunter_ who loves and trusts the great bear_ is swept on by destiny to become first devotee and then prophet_ then victorious soldier_ then ruler of an empire and priest-king of Lord Shardik-Messenger of God-only to discover ever-deeper layers of meaning implicit in his passionate belief in the bear's divinity,,,,,
Tales from Watership Down,Fairy Tales & Folklore_Original Creations_Fiction_Children & Young Adult_Fantasy_Talking Animals_A Bestiary_Anthropomorphic,At last: twenty-four years after the publication of Watership Down - one of the century's best-loved works of imaginative literature - the superb storyteller Richard Adams reenters that unique and special world to tell us about the lives of the rabbits after their defeat of General Woundwort. Tales from Watership Down begins with some of the great folk stories well known to all rabbits. Then we listen in as Dandelion_ the rabbits' master storyteller_ relates the thrilling adventures experienced by El-ahrairah_ the mythical rabbit hero_ and his stalwart_ Rabscuttle_ during the long journey home after their terrible encounter with the Black Rabbit of Inle (as narrated in Watership Down). Finally_ in the principal part of the book_ we are told eight enchanting stories about the rabbits of the Down - Hazel_ Fiver_ Bigwig_ and their companions - including the impact on the warren of the obsessive doe Flyairth_ and the appointment of Hyzenthlay as a female Chief Rabbit and partner to Hazel.,,,,,
"Mr. President, Private Eye",Fiction_Crime and Mystery_Detective Story and Detectives_Ed  Gorman,"Edited by: Martin H. Greenberg & Francis M. Nevins_ Jr.

Contents:

The Father of the Bride; or_ A Fate Worse Than Death! by P.M. Carlson
My Cousin Cal by Ed Gorman
The Buck Stops Here by Stuart M. Kaminsky",,,,,
My Cousin Cal,Fiction_Crime and Mystery_Suspense_Sharyn  McCrumb_Ed  Gorman_Dorothy B.  Hughes_P.M.  Carlson_Edward D.  Hoch_Stuart M.  Kaminsky,"Originally published in Mr. President_ Private Eye.

Also appears in Prisoners and Other Stories.",,,,,
Traveller,Fiction_Historical_North America_American Civil War_Fantasy_A Bestiary_Anthropomorphic_General Fiction_Animals,The American Civil War as seen through the eyes of Traveller_ General Robert E. Lee's horse_ as told by Traveller to Tom_ a domestic cat in his stables in Lexington_ Virginia. This is an account of war_ beasts and people.,,,,,
My Friend Bobby,Fiction_Crime and Mystery_Ed  Gorman,"Originally published in The Coe Review.

Also appears in The Prisoners and Other Stories.",,,,,
The Outlandish Knight,Fiction_Historical_European_British Isles_England_General Fiction_Ties That Bind_Multigenerational Sagas,This is the story of three generations of a family. Raymond who joins with the forces massing to challenge Richard of York_ his son who remains loyal to the princess whose future is far from secure and Anthony_ a man of action_ straying toward treason.,,,,,
The Wolves of Willoughby Chase,Fiction_Children & Young Adult_Humorous Fiction_Adventure,Wicked wolves and a grim governess threaten Bonnie and her cousin Sylvia when Bonnie's parents leave Willoughby Chase for a sea voyage. Left in the care of the cruel Miss Slighcarp_ the girls can hardly believe what is happening to their once happy home. The servants are dismissed_ the furniture is sold_ and Bonnie and Sylvia are sent to a prison-like orphan school. It seems as if the endless hours of drudgery will never cease.With the help of Simon the gooseboy and his flock_ they escape. But how will they ever get Willoughby Chase free from the clutches of the evil Miss Slighcarp?,,,,,
Black Hearts in Battersea,Fiction_Children & Young Adult_Humorous Fiction_Adventure,Simon_ the foundling from The Wolves of Willoughby Chase_ arrives in London to meet an old friend and pursue the study of painting. Instead he finds himself unwittingly in the middle of a wicked crew's fiendish caper to overthrow the good King James and the Duke and Duchess of Battersea. With the help of his friend Sophie and the resourceful waif Dido_ Simon narrowly escapes a series of madcap close calls and dangerous run-ins. In a time and place where villains do nothing halfway_ Simon is faced with wild wolves_ poisoned pies_ kidnapping_ and a wrecked ship.,,,,,
Nightbirds on Nantucket,Fiction_Children & Young Adult_Adventure,Having had enough of life on board the ship that saved her from a watery grave_ Dido Twite wants nothing more than to sail home to England. Instead_ Captain Casket's ship lands in Nantucket_ where Dido and the captain's daughter_ Dutiful Penitence_ are left in the care of Dutiful's sinister Aunt Tribulation. In Tribulation's farmhouse_ life is unbearable. When mysterious men lurk about in the evening fog_ the resourceful Dido rallies against their shenanigans with help from Dutiful_ a cabinboy named Nate_ and a pink whale.,,,,,
Cuckoo Tree,Fiction_Children & Young Adult_Adventure,When Dido Twite sets foot back on English soil_ more mischief awaits. As her friend Captain Hughes recovers from a carriage accident_ Dido stays at the Dogkennel Cottages and meets the odd inhabitants of Tegleaze Manor: strange old Lady Tegleaze_ her nephew_ Tobit_ and his wizened_ witchy nurse_ Sannie. Soon suspicious things happen. A priceless miniature is stolen. Tobit is framed and then kidnapped. A twin sister is found. And when Dido catches a glimpse of her rascally father in Petworth_ she is sure she's in the midst of another Hanoverian plot. Can she get to London to warn the king and save St. Paul's Cathedral from sliding into the Thames?,,,,,
Villains Victorious,Fiction_Fantasy_Ed  Gorman_Gary A.  Braunbeck,"Here's an all-original anthology about those characters we love to hate_ those dastardly devils - the villains.  These are the men and women who give heroes their claim to fame_ who_ in the depths of their evil and the totality of their defeat_ make the champions of goodness shine.  But shouldn't even a villain have a chance to win once in a while?  After all_ why take on the job if you know you'll always lose?

So here is the book that gives villains their day_ in fourteen original stories where evil actually wins out.  From the chronicle of a queen who got where she is by eliminating all the competition before anyone could even think of competing...to a tale featuring one of the most famous villains in literature...to a poignant recounting of why evil must be evil_ villains of all shapes_ ideologies_ and wickedness are finally given their due in tales that may actually have you cheering for the bad guys.

Contents:

Introduction by John Helfers
All Things Being Relative by Tanya Huff
The Mould of Form by Rosemary Edghill
The Specter of Tullyfane Abbey by Peter Tremayne
Doubting Thomas by Kristine Kathryn Rusch
The Whiteviper Scrolls by David Bischoff
A New Man by Ed Gorman
Souls to Take by Gary A. Braunbeck & Lucy A. Snyder
Nina by Pauline E. Dungate
Horror Show by Tim Waggoner
Death Mage by Fiona Patton
King of Thorns by R. Davis
The Usurper Memos by Josepha Sherman
To Speak with Angels by Michelle West
Heroes and Villains by Peter Crowther

Edited by Martin H. Greenberg and John Helfers.",,,,,
The Stolen Lake,Fiction_Children & Young Adult_Adventure,Dido Twite stops off in South America and comes up against the sinister queen of New Cumbria who seems to be able to stay young forever. Is this linked to the lack of girl children in the land?,,,,,
A New Man,Fiction_Crime and Mystery_David  Bischoff_Kristine Kathryn  Rusch_Ed  Gorman_Gary A.  Braunbeck_Tanya  Huff_Michelle  West_Fiona  Patton_Peter  Tremayne_Josepha  Sherman_Peter  Crowther_Tim  Waggoner_R.  Davis_Lucy  Snyder_Rosemary  Edghill_Pauline E.  Dungate,"An escaped mobster who has had plastic surgery runs into a woman who once betrayed him.

Originally published in Villains Victorious.

Also appears in Such a Good Girl and Other Stories.",,,,,
